TimeSec,BandwidthMbps
22.0,119325.36
22.0,122472.78
22.1,119242.54
22.1,123729.70
22.1,124087.17
22.1,120793.60
22.1,122823.01
22.1,122363.74
22.1,118891.83
22.1,123352.14
22.1,123997.61
22.1,119929.28
22.1,122998.88
22.1,123551.74
22.1,120013.06
22.1,120096.95
22.1,124087.17
22.1,117489.27
22.1,113661.06
22.1,116256.94
22.1,120793.60
22.1,121498.37
22.1,122735.27
22.1,120539.34
22.1,123729.70
22.1,122189.68
22.1,122385.53
22.1,124199.31
22.1,115553.18
22.1,122735.27
22.1,123796.57
22.1,120349.35
22.1,124266.68
22.1,123707.43
22.1,120013.06
22.1,123285.75
22.1,123285.75
22.1,119242.54
23.0,123263.64
23.0,124087.17
23.0,123997.61
23.0,125767.71
23.0,126905.77
23.0,131194.11
23.0,124469.26
23.0,124740.38
23.0,129537.19
23.0,127187.63
23.0,129244.83
23.0,129561.61
23.0,124109.58
23.0,123729.70
23.0,123352.14
23.0,122363.74
23.0,124469.26
23.0,123529.53
23.0,124356.64
23.0,122647.65
23.0,123087.01
23.0,123818.88
23.0,123908.18
23.0,122998.88
23.0,123729.70
23.0,124087.17
23.0,119491.35
23.0,122472.78
23.0,123908.18
23.0,120265.10
23.0,124087.17
23.0,124289.16
23.0,120539.34
23.0,123908.18
23.0,122450.96
23.0,120708.72
23.0,123640.66
23.1,123551.74
23.1,122801.07
23.1,123729.70
23.1,124289.16
23.1,121929.52
23.1,123440.77
23.1,124176.86
23.1,123087.01
23.1,123908.18
23.1,123087.01
23.1,122735.27
23.1,123551.74
23.1,122823.01
23.1,122450.96
23.1,119657.80
23.1,115475.51
23.1,116276.61
23.1,120878.59
23.1,113510.86
23.1,116513.19
23.1,118481.86
23.1,119159.83
23.1,124627.27
23.1,124559.50
23.1,120793.60
23.1,124649.88
23.1,120772.37
23.1,117730.82
23.1,124176.86
23.1,124469.26
23.1,119242.54
23.1,123818.88
23.1,123707.43
23.1,119845.62
23.1,123908.18
23.1,123908.18
24.0,125035.44
24.0,124446.72
24.0,127778.87
24.0,123020.90
24.0,123997.61
24.0,124649.88
24.0,130372.75
24.0,127897.78
24.0,126345.79
24.0,129463.97
24.0,125859.85
24.0,124649.88
24.0,128857.07
24.0,129244.83
24.0,125675.71
24.0,129171.95
24.0,125859.85
24.0,131671.73
24.0,128953.79
24.0,124740.38
24.0,132305.50
24.0,136510.68
24.0,132611.88
24.0,130546.12
24.0,123374.28
24.0,136836.87
24.0,128375.63
24.0,123087.01
24.0,134638.47
24.0,134217.73
24.0,120942.41
24.0,129244.83
24.0,131369.67
24.0,125675.71
24.0,129953.62
24.0,125469.19
24.0,127305.44
24.0,130150.52
24.1,120708.72
24.1,121584.35
24.1,131169.07
24.1,123997.61
24.1,124266.68
24.1,131069.00
24.1,136267.06
24.1,126718.56
24.1,127305.44
24.1,132127.43
24.1,132102.03
24.1,127494.39
24.1,131596.09
24.1,127778.87
24.1,129757.32
24.1,129953.62
24.1,129757.32
24.1,134559.38
24.1,134533.04
24.1,123729.70
24.1,125103.73
24.1,130969.08
24.1,128857.07
24.1,124087.17
24.1,129659.39
24.1,122998.88
24.1,127969.23
24.1,126601.84
24.1,121219.75
24.1,132305.50
24.1,129757.32
24.1,123352.14
24.1,131169.07
24.1,134322.67
24.1,121412.50
24.1,122735.27
24.1,129439.59
24.1,126137.07
25.0,123908.18
25.0,124176.86
25.0,123197.34
25.0,124559.50
25.0,124109.58
25.0,122823.01
25.0,123352.14
25.0,114742.82
25.0,117148.78
25.0,116909.62
25.0,116119.43
25.0,116750.73
25.0,117811.55
25.0,115301.14
25.0,127565.39
25.0,121305.34
25.0,119908.35
25.0,128064.62
25.0,121134.28
25.0,120370.43
25.0,124469.26
25.0,124649.88
25.0,119491.35
25.0,123818.88
25.0,127589.08
25.0,120180.97
25.0,121219.75
25.0,121670.46
25.0,118216.89
25.0,120518.20
25.0,122888.91
25.0,122363.74
25.0,122823.01
25.0,123285.75
25.0,119929.28
25.0,123551.74
25.1,120942.41
25.1,124176.86
25.1,124266.68
25.1,123529.53
25.1,123551.74
25.1,124176.86
25.1,119929.28
25.1,124379.14
25.1,123729.70
25.1,122625.76
25.1,122910.89
25.1,124356.64
25.1,122910.89
25.1,121584.35
25.1,123374.28
25.1,122910.89
25.1,120963.70
25.1,124469.26
25.1,120180.97
25.1,124087.17
25.1,122998.88
25.1,119845.62
25.1,122823.01
25.1,118216.89
25.1,114992.43
25.1,126812.10
25.1,119824.72
25.1,103244.41
25.1,120013.06
25.1,123374.28
25.1,112988.29
25.1,119741.20
25.1,118994.76
25.1,119408.30
25.1,120433.71
25.1,115475.51
26.0,123618.41
26.0,123551.74
26.0,119657.80
26.0,124446.72
26.0,124176.86
26.0,123529.53
26.0,123818.88
26.0,123551.74
26.0,122998.88
26.0,123352.14
26.0,124087.17
26.0,123729.70
26.0,123729.70
26.0,124199.31
26.0,122385.53
26.0,124087.17
26.0,123729.70
26.0,123462.95
26.0,123640.66
26.0,123908.18
26.0,123551.74
26.0,123618.41
26.0,123175.26
26.0,123818.88
26.0,123285.75
26.0,122472.78
26.0,123997.61
26.0,123908.18
26.0,123462.95
26.0,124176.86
26.0,123462.95
26.0,123440.77
26.0,124087.17
26.0,124019.99
26.0,120013.06
26.0,123729.70
26.1,123818.88
26.1,120349.35
26.1,124087.17
26.1,123997.61
26.1,121241.14
26.1,124176.86
26.1,123640.66
26.1,122735.27
26.1,122735.27
26.1,124446.72
26.1,123440.77
26.1,123352.14
26.1,123352.14
26.1,119845.62
26.1,123997.61
26.1,123908.18
26.1,122298.41
26.1,124289.16
26.1,123285.75
26.1,123551.74
26.1,123640.66
26.1,123997.61
26.1,122910.89
26.1,124266.68
26.1,123175.26
26.1,122823.01
26.1,124087.17
26.1,123462.95
26.1,124469.26
26.1,123197.34
26.1,122016.12
26.1,123908.18
26.1,123462.95
26.1,122998.88
26.1,123908.18
26.1,124199.31
26.1,123551.74
27.0,122735.27
27.0,124266.68
27.0,124176.86
27.0,123908.18
27.0,124087.17
27.0,124266.68
27.0,123729.70
27.0,124199.31
27.0,122472.78
27.0,123729.70
27.0,123997.61
27.0,123640.66
27.0,124176.86
27.0,123263.64
27.0,122472.78
27.0,124176.86
27.0,124199.31
27.0,123087.01
27.0,124087.17
27.0,124176.86
27.0,123818.88
27.0,123551.74
27.0,124289.16
27.0,123462.95
27.0,124289.16
27.0,123197.34
27.0,123729.70
27.0,122735.27
27.0,123640.66
27.0,123640.66
27.0,123997.61
27.0,123352.14
27.0,121735.12
27.0,123263.64
27.0,124266.68
27.0,121305.34
27.0,124469.26
27.1,123796.57
27.1,123640.66
27.1,123818.88
27.1,124176.86
27.1,122538.30
27.1,124356.64
27.1,123640.66
27.1,123529.53
27.1,122363.74
27.1,124087.17
27.1,123197.34
27.1,124199.31
27.1,123818.88
27.1,123618.41
27.1,123818.88
27.1,124379.14
27.1,122888.91
27.1,123818.88
27.1,122998.88
27.1,124199.31
27.1,123729.70
27.1,123729.70
27.1,124087.17
27.1,123908.18
27.1,123640.66
27.1,124109.58
27.1,123818.88
27.1,123462.95
27.1,123263.64
27.1,121670.46
27.1,120539.34
27.1,124087.17
27.1,121305.34
27.1,120013.06
27.1,124379.14
27.1,123997.61
27.1,117811.55
28.0,123997.61
28.0,121648.92
28.0,119741.20
28.0,123997.61
28.0,119824.72
28.0,122189.68
28.0,124199.31
28.0,123908.18
28.0,120433.71
28.0,121048.93
28.0,123908.18
28.0,119845.62
28.0,120963.70
28.0,121391.06
28.0,122560.15
28.0,120878.59
28.0,118054.42
28.0,121929.52
28.0,124379.14
28.0,120772.37
28.0,122910.89
28.0,122385.53
28.0,121134.28
28.0,124087.17
28.0,124109.58
28.0,122647.65
28.0,123729.70
28.0,124176.86
28.0,123440.77
28.0,123529.53
28.0,124176.86
28.0,122450.96
28.0,123729.70
28.0,123640.66
28.0,122910.89
28.0,123997.61
28.1,123175.26
28.1,120433.71
28.1,121241.14
28.1,123818.88
28.1,120265.10
28.1,123908.18
28.1,124176.86
28.1,123352.14
28.1,123352.14
28.1,124087.17
28.1,123440.77
28.1,124176.86
28.1,123997.61
28.1,123908.18
28.1,124087.17
28.1,122016.12
28.1,124379.14
28.1,121412.50
28.1,123551.74
28.1,124109.58
28.1,123997.61
28.1,122538.30
28.1,123908.18
28.1,124199.31
28.1,119845.62
28.1,124109.58
28.1,123997.61
28.1,118400.20
28.1,124109.58
28.1,124289.16
28.1,121219.75
28.1,124446.72
28.1,123818.88
28.1,122735.27
28.1,124266.68
28.1,123997.61
28.1,122385.53
29.0,126812.10
29.0,130969.08
29.0,120433.71
29.0,123818.88
29.0,123618.41
29.0,122647.65
29.0,123729.70
29.0,123618.41
29.0,119408.30
29.0,123618.41
29.0,124356.64
29.0,123440.77
29.0,123551.74
29.0,122998.88
29.0,120878.59
29.0,124176.86
29.0,124469.26
29.0,122560.15
29.0,123818.88
29.0,121391.06
29.0,123087.01
29.0,123997.61
29.0,123175.26
29.0,124356.64
29.0,123729.70
29.0,122910.89
29.0,124176.86
29.0,124019.99
29.0,122998.88
29.0,123908.18
29.0,124266.68
29.0,120963.70
29.0,124199.31
29.0,123551.74
29.0,123109.06
29.0,124087.17
29.1,124087.17
29.1,122647.65
29.1,124266.68
29.1,123729.70
29.1,120963.70
29.1,120180.97
29.1,120265.10
29.1,119408.30
29.1,124266.68
29.1,123818.88
29.1,123551.74
29.1,123640.66
29.1,124469.26
29.1,120772.37
29.1,124176.86
29.1,124176.86
29.1,120265.10
29.1,124289.16
29.1,123729.70
29.1,118994.76
29.1,124087.17
29.1,120013.06
29.1,121134.28
29.1,123997.61
29.1,117068.96
29.1,121391.06
29.1,124176.86
29.1,120180.97
29.1,119845.62
29.1,123908.18
29.1,120963.70
29.1,123729.70
29.1,124087.17
29.1,120878.59
29.1,124921.79
29.1,123087.01
29.1,119512.13
