TimeSec,BandwidthMbps
24.0,119824.72
24.0,119077.24
24.0,116021.40
24.0,124356.64
24.0,124087.17
24.0,120539.34
24.0,124019.99
24.0,121929.52
24.0,121476.89
24.0,124266.68
24.0,124289.16
24.0,121326.76
24.0,124289.16
24.0,124469.26
24.0,122998.88
24.0,124559.50
24.0,123908.18
24.0,123729.70
24.0,124649.88
24.0,124627.27
24.0,123908.18
24.0,124446.72
24.0,124356.64
24.0,122189.68
24.0,124019.99
24.0,124379.14
24.0,120265.10
24.0,124649.88
24.0,124289.16
24.0,121412.50
24.0,124559.50
24.0,124379.14
24.0,120772.37
24.1,124740.38
24.1,128471.63
24.1,130372.75
24.1,125583.84
24.1,119741.20
24.1,122363.74
24.1,133669.47
24.1,128664.06
24.1,126999.59
24.1,130769.70
24.1,127778.87
24.1,123352.14
24.1,127778.87
24.1,124199.31
24.1,125309.04
24.1,124289.16
24.1,122385.53
24.1,120708.72
24.1,122102.84
24.1,124740.38
24.1,120687.53
24.1,123818.88
24.1,121391.06
24.1,126531.90
24.1,128953.79
24.1,123818.88
24.1,124831.02
24.1,127969.23
24.1,125377.63
24.1,128255.84
24.1,127470.74
24.1,120708.72
24.1,127969.23
24.1,122450.96
24.1,124356.64
24.1,124831.02
24.1,123908.18
25.0,123352.14
25.0,124379.14
25.0,124379.14
25.0,120963.70
25.0,124536.93
25.0,124266.68
25.0,124087.17
25.0,124649.88
25.0,123908.18
25.0,123908.18
25.0,124649.88
25.0,121305.34
25.0,120265.10
25.0,124266.68
25.0,124356.64
25.0,123818.88
25.0,124649.88
25.0,121929.52
25.0,121391.06
25.0,124649.88
25.0,122823.01
25.0,123352.14
25.0,121305.34
25.0,120623.97
25.0,124469.26
25.0,124446.72
25.0,123440.77
25.0,124356.64
25.0,124649.88
25.0,123374.28
25.0,124559.50
25.0,124740.38
25.0,123997.61
25.0,124627.27
25.0,124469.26
25.0,123263.64
25.0,115069.45
25.1,118400.20
25.1,117148.78
25.1,119221.85
25.1,119491.35
25.1,110517.01
25.1,120793.60
25.1,123263.64
25.1,119657.80
25.1,120878.59
25.1,117650.19
25.1,119077.24
25.1,121584.35
25.1,115553.18
25.1,122735.27
25.1,123175.26
25.1,118974.16
25.1,119325.36
25.1,123285.75
25.1,122276.65
25.1,123352.14
25.1,122276.65
25.1,121756.69
25.1,123285.75
25.1,123374.28
25.1,120878.59
25.1,123551.74
25.1,123818.88
25.1,119491.35
25.1,122998.88
25.1,121134.28
25.1,119077.24
25.1,122647.65
25.1,124446.72
25.1,119574.52
25.1,123997.61
26.0,120265.10
26.0,124289.16
26.0,124559.50
26.0,123729.70
26.0,124446.72
26.0,122998.88
26.0,122801.07
26.0,124266.68
26.0,124266.68
26.0,123352.14
26.0,124266.68
26.0,123529.53
26.0,121134.28
26.0,124356.64
26.0,124266.68
26.0,113211.66
26.0,118994.76
26.0,117650.19
26.0,119491.35
26.0,119159.83
26.0,118074.70
26.0,119325.36
26.0,118912.40
26.0,121305.34
26.0,128953.79
26.0,128664.06
26.0,122538.30
26.0,129147.67
26.0,125952.12
26.0,117489.27
26.0,128857.07
26.0,126812.10
26.0,124446.72
26.0,128953.79
26.0,125952.12
26.0,121412.50
26.1,126160.23
26.1,122823.01
26.1,125560.89
26.1,129561.61
26.1,129050.66
26.1,121670.46
26.1,112747.30
26.1,123263.64
26.1,123263.64
26.1,123175.26
26.1,123551.74
26.1,122647.65
26.1,122823.01
26.1,124176.86
26.1,122016.12
26.1,121756.69
26.1,121929.52
26.1,122560.15
26.1,122823.01
26.1,121305.34
26.1,119077.24
26.1,123087.01
26.1,121670.46
26.1,121756.69
26.1,123109.06
26.1,122472.78
26.1,122823.01
26.1,121929.52
26.1,122102.84
26.1,122735.27
26.1,119908.35
26.1,122472.78
26.1,122647.65
26.1,122102.84
26.1,121219.75
26.1,122998.88
26.1,122910.89
27.0,127873.98
27.0,128255.84
27.0,133982.21
27.0,129855.40
27.0,129855.40
27.0,130670.24
27.0,124536.93
27.0,128471.63
27.0,130844.40
27.0,124379.14
27.0,134112.95
27.0,134217.73
27.0,119325.36
27.0,129050.66
27.0,125012.69
27.0,128064.62
27.0,132739.96
27.0,128543.73
27.0,132305.50
27.0,127778.87
27.0,130273.89
27.0,129855.40
27.0,122276.65
27.0,131269.30
27.0,128184.06
27.0,130175.18
27.0,134559.38
27.0,130249.20
27.0,128664.06
27.0,126252.94
27.0,126999.59
27.0,123551.74
27.0,124649.88
27.0,133461.79
27.0,127093.54
27.0,128447.62
27.0,125492.11
27.0,120708.72
27.1,124379.14
27.1,124740.38
27.1,122735.27
27.1,124469.26
27.1,123551.74
27.1,123197.34
27.1,124289.16
27.1,124379.14
27.1,123197.34
27.1,119574.52
27.1,122016.12
27.1,124559.50
27.1,121305.34
27.1,118074.70
27.1,124176.86
27.1,124379.14
27.1,122298.41
27.1,124469.26
27.1,124289.16
27.1,123285.75
27.1,124199.31
27.1,124559.50
27.1,122450.96
27.1,124266.68
27.1,124469.26
27.1,123087.01
27.1,124289.16
27.1,124559.50
27.1,120518.20
27.1,113585.91
27.1,117228.72
27.1,112066.99
27.1,127187.63
27.1,122102.84
27.1,114608.87
27.1,120518.20
27.1,121391.06
28.0,120878.59
28.0,124266.68
28.0,117811.55
28.0,124356.64
28.0,117569.68
28.0,116355.36
28.0,121391.06
28.0,119077.24
28.0,119491.35
28.0,122910.89
28.0,118645.51
28.0,115864.91
28.0,121584.35
28.0,121843.04
28.0,123374.28
28.0,122910.89
28.0,123618.41
28.0,122016.12
28.0,122385.53
28.0,123908.18
28.0,121648.92
28.0,124266.68
28.0,124087.17
28.0,119908.35
28.0,124559.50
28.0,122189.68
28.0,122298.41
28.0,122910.89
28.0,120857.33
28.0,123087.01
28.0,124356.64
28.0,122276.65
28.0,123462.95
28.0,122189.68
28.0,119077.24
28.0,124087.17
28.1,124379.14
28.1,122735.27
28.1,123818.88
28.1,124559.50
28.1,120265.10
28.1,121821.44
28.1,124266.68
28.1,122998.88
28.1,123263.64
28.1,124199.31
28.1,122450.96
28.1,114360.92
28.1,122998.88
28.1,120857.33
28.1,122910.89
28.1,123352.14
28.1,122823.01
28.1,123263.64
28.1,122276.65
28.1,122647.65
28.1,124289.16
28.1,120963.70
28.1,124019.99
28.1,123818.88
28.1,121219.75
28.1,124469.26
28.1,124087.17
28.1,119678.64
28.1,123551.74
28.1,123908.18
28.1,122560.15
28.1,124199.31
28.1,124019.99
28.1,121391.06
28.1,123997.61
28.1,124536.93
29.0,128857.07
29.0,131069.00
29.0,127897.78
29.0,125103.73
29.0,128255.84
29.0,127873.98
29.0,127565.39
29.0,128471.63
29.0,126160.23
29.0,127683.90
29.0,128160.16
29.0,121219.75
29.0,117328.80
29.0,124176.86
29.0,121648.92
29.0,123551.74
29.0,124176.86
29.0,124559.50
29.0,119762.07
29.0,124559.50
29.0,124536.93
29.0,122823.01
29.0,124266.68
29.0,124266.68
29.0,122276.65
29.0,124649.88
29.0,124087.17
29.0,123175.26
29.0,123109.06
29.0,124199.31
29.0,122276.65
29.0,123997.61
29.0,122910.89
29.0,123551.74
29.0,133695.48
29.0,129439.59
29.0,126718.56
29.1,123997.61
29.1,124176.86
29.1,123618.41
29.1,124266.68
29.1,123529.53
29.1,122560.15
29.1,123908.18
29.1,124356.64
29.1,123997.61
29.1,124289.16
29.1,124446.72
29.1,120602.80
29.1,124087.17
29.1,124469.26
29.1,120265.10
29.1,123908.18
29.1,123175.26
29.1,121735.12
29.1,123818.88
29.1,120602.80
29.1,124289.16
29.1,123529.53
29.1,121134.28
29.1,123818.88
29.1,123818.88
29.1,121412.50
29.1,124199.31
29.1,124289.16
29.1,120623.97
29.1,123618.41
29.1,122102.84
29.1,121929.52
29.1,124176.86
29.1,123997.61
29.1,122647.65
29.1,124446.72
29.1,123818.88
