tenant_id,num_qp,success,total_time_us,avg_latency_us,p50_latency_us,p99_latency_us
1,10,10,8395.0,839.5,304.0,379.0
2,10,10,7648.0,764.8,284.0,317.0
3,10,10,7790.0,779.0,281.0,306.0
4,10,10,8185.0,818.5,291.0,309.0
5,10,10,7989.0,798.9,293.0,315.0
