# EXP-2: Multi-Tenant Isolation Test
TENANT_ID: 13
QUOTA: 10
ATTEMPTS: 20
CREATED: 10
DENIED: 10
QUOTA_COMPLIANCE: 100.0%
FIRST_DENIAL_MS: 30.97
TOTAL_TIME_MS: 30.99
AVG_LATENCY_US: 3097.06

# Raw latency data (first 50)
# QP_ID,LATENCY_US,SUCCESS
0,26072.26,1
1,490.16,1
2,559.68,1
3,485.66,1
4,559.96,1
5,572.19,1
6,544.21,1
7,577.58,1
8,545.29,1
9,563.56,1
10,1.34,0
11,1.30,0
12,0.84,0
13,0.91,0
14,0.81,0
15,0.92,0
16,0.88,0
17,0.80,0
18,0.79,0
19,0.99,0
