50,	50,0
100,	100,0
200,	200,0
50,0	50,0
100,0	100,0
200,0	200,0
50,5284.92333333333333333333	50,0
100,6715.12333333333333333333	100,0
200,7164.12000000000000000000	200,0
50,5633.98000000000000000000	50,0
100,6669.17333333333333333333	100,0
200,7098.33666666666666666666	200,0
50,5349.61	50,0
100,6711.64	100,0
200,7086.09	200,0
50,5421.37	50,0
100,6685.26	100,0
200,7091.04	200,0
50,5357.05	50,4485.14
100,6740.90	100,5206.75
200,7249.34	200,5599.39
