TimeSec,BandwidthMbps
1.00,81020.00
2.00,80602.00
3.00,80184.00
4.00,81249.00
5.00,79325.00
6.00,78907.00
7.00,79961.00
8.00,79559.00
9.00,79121.00
10.00,80197.00
11.00,81279.00
12.00,80856.00
13.00,80397.00
14.00,81498.00
15.00,79565.00
16.00,79147.00
17.00,80215.00
18.00,81287.00
19.00,79371.00
20.00,78947.00
21.00,80017.00
22.00,81095.00
23.00,80682.00
24.00,78764.00
25.00,81318.00
26.00,80886.00
27.00,80479.00
28.00,80051.00
29.00,81127.00
30.00,79190.00
