# EXP-2: Multi-Tenant Isolation Test
TENANT_ID: 34
QUOTA: 10
ATTEMPTS: 15
CREATED: 10
DENIED: 5
QUOTA_COMPLIANCE: 100.0%
FIRST_DENIAL_MS: 4.77
TOTAL_TIME_MS: 4.79
AVG_LATENCY_US: 476.97

# Raw latency data (first 50)
# QP_ID,LATENCY_US,SUCCESS
0,700.16,1
1,340.93,1
2,507.48,1
3,312.56,1
4,515.41,1
5,472.15,1
6,478.87,1
7,489.12,1
8,479.61,1
9,473.43,1
10,1.91,0
11,1.54,0
12,1.28,0
13,1.24,0
14,1.25,0
